"customer_key","customer_number","customer_name","age_group","cust_segmentation","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","time_spam","avg_order_value","avg_monthly_value"
17981,"AW00028980","Alyssa Watson","60 & Above","New","2013-05-21",143,1,37.0,3.0,3,0,37.0,37.0
17982,"AW00028981","Luke Jai","60 & Above","New","2013-03-18",145,1,27.0,2.0,2,0,27.0,27.0
17983,"AW00028982","Sydney Watson","60 & Above","New","2013-05-04",143,1,27.0,2.0,2,0,27.0,27.0
17984,"AW00028983","Sean Lopez","60 & Above","New","2013-08-11",140,1,64.0,3.0,3,0,64.0,64.0
17985,"AW00028984","Katherine Cox","60 & Above","New","2013-07-23",141,1,29.0,2.0,2,0,29.0,29.0
17986,"AW00028985","Andrew Taylor","60 & Above","New","2013-03-23",145,1,53.0,3.0,3,0,53.0,53.0
17987,"AW00028986","Caleb King","60 & Above","New","2013-08-01",141,1,79.0,2.0,2,0,79.0,79.0
17988,"AW00028987","Jessica Harris","60 & Above","New","2014-01-21",135,1,31.0,3.0,3,0,31.0,31.0
17989,"AW00028988","Harold Perez","60 & Above","New","2011-06-01",167,1,3578.0,1.0,1,0,3578.0,3578.0
17990,"AW00028989","Angela Cox","60 & Above","New","2011-06-21",166,1,3578.0,1.0,1,0,3578.0,3578.0
17991,"AW00028990","Ann Raman","60 & Above","New","2011-06-19",166,1,3578.0,1.0,1,0,3578.0,3578.0
17992,"AW00028991","Timothy Ward","60 & Above","New","2013-03-29",145,1,64.0,3.0,3,0,64.0,64.0
17993,"AW00028992","Darren Fernandez","60 & Above","New","2013-07-19",141,1,79.0,2.0,2,0,79.0,79.0
17994,"AW00028993","Destiny Perry","60 & Above","New","2011-06-18",166,1,3578.0,1.0,1,0,3578.0,3578.0
17995,"AW00028994","Noah Hayes","60 & Above","New","2013-07-27",141,1,25.0,1.0,1,0,25.0,25.0
17996,"AW00028995","Alexandra Wright","60 & Above","New","2013-06-01",143,1,31.0,3.0,3,0,31.0,31.0
17997,"AW00028996","Rachel Rivera","50-59","New","2013-08-16",140,1,79.0,2.0,2,0,79.0,79.0
17998,"AW00028997","Hector Carlson","60 & Above","New","2011-06-03",167,1,3578.0,1.0,1,0,3578.0,3578.0
17999,"AW00028998","Kristina Rodriguez","60 & Above","New","2013-02-20",146,1,29.0,2.0,2,0,29.0,29.0
18000,"AW00028999","Edward Martinez","60 & Above","New","2013-07-25",141,1,5.0,1.0,1,0,5.0,5.0
18001,"AW00029000","Nathan Baker","60 & Above","New","2013-02-20",146,1,7.0,2.0,2,0,7.0,7.0
18002,"AW00029001","Carl Nath","60 & Above","New","2013-12-04",136,1,625.0,3.0,3,0,625.0,625.0
18003,"AW00029002","Hannah Walker","60 & Above","New","2013-03-19",145,1,68.0,3.0,3,0,68.0,68.0
18004,"AW00029003","Veronica Perez","60 & Above","New","2013-09-08",139,1,5.0,1.0,1,0,5.0,5.0
18005,"AW00029004","Andrew Thomas","50-59","Regular","2013-05-27",143,2,4320.0,2.0,2,23,2160.0,187.83
18006,"AW00029005","Cameron Gonzales","60 & Above","New","2013-03-05",145,1,70.0,1.0,1,0,70.0,70.0
18007,"AW00029006","Christian Kumar","60 & Above","New","2013-08-03",141,1,151.0,4.0,4,0,151.0,151.0
18008,"AW00029007","Elijah Perry","60 & Above","New","2013-12-03",137,1,25.0,1.0,1,0,25.0,25.0
18009,"AW00029008","Andres Luo","60 & Above","New","2011-06-23",166,1,3578.0,1.0,1,0,3578.0,3578.0
18010,"AW00029009","Stanley Arun","60 & Above","New","2013-07-14",141,1,29.0,2.0,2,0,29.0,29.0
18011,"AW00029010","Jennifer Long","60 & Above","New","2011-06-22",166,1,3578.0,1.0,1,0,3578.0,3578.0
18012,"AW00029011","Allison Roberts","60 & Above","Regular","2013-06-22",142,2,4334.0,4.0,4,24,2167.0,180.58
18013,"AW00029012","Jeremiah Taylor","60 & Above","New","2013-10-23",138,1,79.0,2.0,2,0,79.0,79.0
18014,"AW00029013","Emma Hall","60 & Above","New","2012-02-21",158,1,2182.0,1.0,1,0,2182.0,2182.0
18015,"AW00029014","Ryan Powell","60 & Above","New","2013-02-04",146,1,64.0,3.0,3,0,64.0,64.0
18016,"AW00029015","Trinity Murphy","60 & Above","New","2013-05-24",143,1,25.0,1.0,1,0,25.0,25.0
18017,"AW00029016","Jackson Perez","60 & Above","New","2011-06-21",166,1,3578.0,1.0,1,0,3578.0,3578.0
18018,"AW00029017","Gabriel Long","60 & Above","New","2011-06-15",166,1,3578.0,1.0,1,0,3578.0,3578.0
18019,"AW00029018","Drew Luo","60 & Above","New","2013-11-19",137,1,64.0,3.0,3,0,64.0,64.0
18020,"AW00029019","Isaiah Morris","60 & Above","Regular","2013-06-02",143,2,4355.0,3.0,3,23,2177.5,189.35
18021,"AW00029020","Jackson Young","60 & Above","New","2013-06-27",142,1,14.0,2.0,2,0,14.0,14.0
18022,"AW00029021","William Clark","60 & Above","New","2013-08-02",141,1,70.0,1.0,1,0,70.0,70.0
18023,"AW00029022","Sydney Diaz","60 & Above","New","2013-09-30",139,1,64.0,3.0,3,0,64.0,64.0
18024,"AW00029023","Dalton Campbell","60 & Above","New","2013-10-12",138,1,35.0,3.0,3,0,35.0,35.0
18025,"AW00029024","Deanna Blanco","60 & Above","New","2014-01-22",135,1,31.0,3.0,3,0,31.0,31.0
18026,"AW00029025","Miguel Hayes","60 & Above","New","2013-02-23",146,1,27.0,2.0,2,0,27.0,27.0
18027,"AW00029026","Sydney Mitchell","60 & Above","New","2013-08-18",140,1,25.0,1.0,1,0,25.0,25.0
18028,"AW00029027","Jacob Walker","60 & Above","New","2013-12-15",136,1,575.0,2.0,2,0,575.0,575.0
18029,"AW00029028","Samuel Parker","60 & Above","New","2013-10-11",138,1,7.0,2.0,2,0,7.0,7.0
18030,"AW00029029","Marcus Bennett","60 & Above","New","2013-11-22",137,1,29.0,2.0,2,0,29.0,29.0
18031,"AW00029030","Jeremy Adams","60 & Above","New","2013-12-20",136,1,40.0,2.0,2,0,40.0,40.0
18032,"AW00029031","Brandon Chen","50-59","New","2013-11-10",137,1,64.0,3.0,3,0,64.0,64.0
18033,"AW00029032","Taylor Ramirez","60 & Above","Regular","2013-06-11",142,2,4389.0,5.0,5,23,2194.5,190.83
18034,"AW00029033","Natalie Cooper","60 & Above","New","2013-06-14",142,1,31.0,3.0,3,0,31.0,31.0
18035,"AW00029034","Jonathan Patterson","60 & Above","New","2013-06-15",142,1,190.0,4.0,4,0,190.0,190.0
18036,"AW00029035","Elijah Scott","60 & Above","New","2013-12-16",136,1,29.0,2.0,2,0,29.0,29.0
18037,"AW00029036","Rebecca Baker","60 & Above","New","2013-12-31",136,1,75.0,2.0,2,0,75.0,75.0
18038,"AW00029037","Brandon Lewis","50-59","New","2013-05-07",143,1,70.0,1.0,1,0,70.0,70.0
18039,"AW00029038","Vanessa Hughes","50-59","New","2013-12-19",136,1,6.0,2.0,2,0,6.0,6.0
18040,"AW00029039","Xavier Hayes","30-39","New","2013-10-29",138,1,5.0,1.0,1,0,5.0,5.0
18041,"AW00029040","Colleen Liu","40-49","New","2013-02-06",146,1,40.0,2.0,2,0,40.0,40.0
18042,"AW00029041","Charles Collins","40-49","New","2013-12-25",136,1,628.0,5.0,5,0,628.0,628.0
18043,"AW00029042","Edward Jackson","50-59","New","2013-01-11",147,1,2420.0,4.0,4,0,2420.0,2420.0
18044,"AW00029043","Luke Alexander","50-59","New","2013-01-16",147,1,2447.0,3.0,3,0,2447.0,2447.0
18045,"AW00029044","Olivia Wilson","50-59","Regular","2013-06-04",142,2,4320.0,2.0,2,23,2160.0,187.83
18046,"AW00029045","Anna Jones","50-59","New","2013-04-24",144,1,90.0,3.0,3,0,90.0,90.0
18047,"AW00029046","Gabriella Richardson","50-59","New","2013-07-17",141,1,31.0,3.0,3,0,31.0,31.0
18048,"AW00029047","Jack Lopez","50-59","New","2013-07-28",141,1,51.0,3.0,3,0,51.0,51.0
18049,"AW00029048","William Harris","40-49","Regular","2013-06-21",142,2,4355.0,3.0,3,24,2177.5,181.46
18050,"AW00029049","Kelly Simmons","40-49","New","2013-04-05",144,1,113.0,4.0,4,0,113.0,113.0
18051,"AW00029050","Jack Russell","40-49","New","2013-12-10",136,1,63.0,3.0,3,0,63.0,63.0
18052,"AW00029051","Michele She","40-49","New","2013-09-03",140,1,4.0,1.0,1,0,4.0,4.0
18053,"AW00029052","Ian Peterson","40-49","New","2013-04-01",145,1,39.0,2.0,2,0,39.0,39.0
18054,"AW00029053","Nelson Gomez","60 & Above","New","2013-05-15",143,1,39.0,2.0,2,0,39.0,39.0
18055,"AW00029054","Abby Kapoor","60 & Above","New","2013-06-16",142,1,751.0,2.0,2,0,751.0,751.0
18056,"AW00029055","Monica Sai","60 & Above","New","2013-05-31",143,1,765.0,4.0,4,0,765.0,765.0
18057,"AW00029056","Angelica Griffin","40-49","New","2011-06-10",166,1,3578.0,1.0,1,0,3578.0,3578.0
18058,"AW00029057","Latoya Andersen","40-49","New","2013-06-18",142,1,9.0,1.0,1,0,9.0,9.0
18059,"AW00029058","Olivia Reed","40-49","New","2011-06-06",166,1,3578.0,1.0,1,0,3578.0,3578.0
18060,"AW00029059","Jocelyn Perry","40-49","New","2011-06-26",166,1,3578.0,1.0,1,0,3578.0,3578.0
18061,"AW00029060","David Washington","40-49","New","2011-06-20",166,1,3578.0,1.0,1,0,3578.0,3578.0
18062,"AW00029061","Jaime Kumar","60 & Above","New","2013-12-10",136,1,4.0,1.0,1,0,4.0,4.0
18063,"AW00029062","Dennis Liu","60 & Above","New","2013-06-17",142,1,742.0,1.0,1,0,742.0,742.0
18064,"AW00029063","Alan Liang","60 & Above","New","2013-06-07",142,1,801.0,3.0,3,0,801.0,801.0
18065,"AW00029064","Jose Butler","60 & Above","New","2013-06-21",142,1,815.0,5.0,5,0,815.0,815.0
18066,"AW00029065","Pamela Rodriguez","60 & Above","New","2013-06-13",142,1,777.0,2.0,2,0,777.0,777.0
18067,"AW00029066","Ricky Suarez","60 & Above","New","2013-07-17",141,1,540.0,1.0,1,0,540.0,540.0
18068,"AW00029067","Russell Chander","60 & Above","New","2013-08-07",140,1,540.0,1.0,1,0,540.0,540.0
18069,"AW00029068","Cassandra Madan","60 & Above","New","2013-06-03",143,1,751.0,2.0,2,0,751.0,751.0
18070,"AW00029069","Clarence Lin","60 & Above","New","2013-06-24",142,1,756.0,3.0,3,0,756.0,756.0
18071,"AW00029070","Arianna Simmons","40-49","New","2011-06-29",166,1,3578.0,1.0,1,0,3578.0,3578.0
18072,"AW00029071","Megan Thomas","40-49","New","2013-05-16",143,1,70.0,1.0,1,0,70.0,70.0
18073,"AW00029072","Emma Ramirez","40-49","New","2013-12-24",136,1,129.0,3.0,3,0,129.0,129.0
18074,"AW00029073","Melanie Barnes","40-49","New","2013-04-30",144,1,39.0,2.0,2,0,39.0,39.0
18075,"AW00029074","Joan Long","40-49","New","2013-06-08",142,1,68.0,2.0,2,0,68.0,68.0
18076,"AW00029075","Jack Wright","40-49","New","2013-04-02",145,1,68.0,2.0,2,0,68.0,68.0
18077,"AW00029076","Megan Miller","40-49","New","2013-12-16",136,1,4.0,1.0,1,0,4.0,4.0
18078,"AW00029077","Blake Henderson","40-49","New","2013-11-07",137,1,64.0,3.0,3,0,64.0,64.0
18079,"AW00029078","Victoria Sanders","40-49","New","2013-08-18",140,1,64.0,3.0,3,0,64.0,64.0
18080,"AW00029079","Brian Rogers","40-49","New","2013-01-28",147,1,103.0,3.0,3,0,103.0,103.0
18081,"AW00029080","Yolanda Nara","60 & Above","New","2013-07-25",141,1,777.0,2.0,2,0,777.0,777.0
18082,"AW00029081","Darren Lopez","60 & Above","New","2013-07-24",141,1,742.0,1.0,1,0,742.0,742.0
18083,"AW00029082","Sabrina Ramos","60 & Above","New","2013-06-30",142,1,742.0,1.0,1,0,742.0,742.0
18084,"AW00029083","Toni Sullivan","60 & Above","New","2013-09-26",139,1,4.0,1.0,1,0,4.0,4.0
18085,"AW00029084","Beth Hernandez","60 & Above","New","2013-07-01",142,1,742.0,1.0,1,0,742.0,742.0
18086,"AW00029085","Brad Goel","60 & Above","New","2013-07-17",141,1,777.0,2.0,2,0,777.0,777.0
18087,"AW00029086","Frank Diaz","60 & Above","New","2013-07-10",141,1,805.0,3.0,3,0,805.0,805.0
18088,"AW00029087","Steve Ye","60 & Above","New","2013-08-14",140,1,810.0,4.0,4,0,810.0,810.0
18089,"AW00029088","Tamara Anand","60 & Above","New","2013-08-06",140,1,756.0,3.0,3,0,756.0,756.0
18090,"AW00029089","Noah Henderson","30-39","New","2013-04-07",144,1,6.0,2.0,2,0,6.0,6.0
18091,"AW00029090","Lacey Ye","60 & Above","New","2013-08-27",140,1,778.0,4.0,4,0,778.0,778.0
18092,"AW00029091","Mallory Hernandez","60 & Above","New","2013-08-04",140,1,756.0,3.0,3,0,756.0,756.0
18093,"AW00029092","Jessie Ma","50-59","New","2013-05-30",143,1,6.0,2.0,2,0,6.0,6.0
18094,"AW00029093","Erik Blanco","60 & Above","New","2013-08-19",140,1,28.0,2.0,2,0,28.0,28.0
18095,"AW00029094","Jessie He","60 & Above","New","2013-08-11",140,1,796.0,2.0,2,0,796.0,796.0
18096,"AW00029095","Jaime Jimenez","60 & Above","New","2013-08-08",140,1,777.0,2.0,2,0,777.0,777.0
18097,"AW00029096","Margaret Stewart","60 & Above","New","2013-08-07",140,1,575.0,2.0,2,0,575.0,575.0
18098,"AW00029097","Bonnie Beck","60 & Above","New","2013-08-20",140,1,549.0,2.0,2,0,549.0,549.0
18099,"AW00029098","Jimmy Gill","60 & Above","New","2013-08-02",141,1,629.0,3.0,3,0,629.0,629.0
18100,"AW00029099","Tony Shen","60 & Above","New","2013-09-22",139,1,549.0,2.0,2,0,549.0,549.0
18101,"AW00029100","Vanessa Diaz","60 & Above","New","2013-11-29",137,1,103.0,4.0,4,0,103.0,103.0
18102,"AW00029101","Monique Rubio","50-59","New","2013-10-31",138,1,7.0,2.0,2,0,7.0,7.0
18103,"AW00029102","Marie Mehta","50-59","New","2013-04-01",145,1,2384.0,1.0,1,0,2384.0,2384.0
18104,"AW00029103","Karl Raji","50-59","New","2013-04-01",145,1,2419.0,2.0,2,0,2419.0,2419.0
18105,"AW00029104","Nathan Zhang","40-49","New","2013-11-06",137,1,79.0,2.0,2,0,79.0,79.0
18106,"AW00029105","Martha Ma","40-49","New","2013-04-14",144,1,6.0,2.0,2,0,6.0,6.0
18107,"AW00029106","Calvin Beck","40-49","New","2011-06-26",166,1,3578.0,1.0,1,0,3578.0,3578.0
18108,"AW00029107","Tonya Luo","40-49","New","2013-04-19",144,1,163.0,2.0,2,0,163.0,163.0
18109,"AW00029108","Seth Evans","40-49","New","2011-06-11",166,1,3578.0,1.0,1,0,3578.0,3578.0
18110,"AW00029109","Elizabeth Miller","40-49","New","2013-05-01",144,1,6.0,2.0,2,0,6.0,6.0
18111,"AW00029110","Sydney Smith","40-49","New","2011-06-17",166,1,3578.0,1.0,1,0,3578.0,3578.0
18112,"AW00029111","Dale Anand","40-49","Regular","2013-06-07",142,2,4389.0,5.0,5,23,2194.5,190.83
18113,"AW00029112","Edward Powell","40-49","New","2013-05-11",143,1,6.0,2.0,2,0,6.0,6.0
18114,"AW00029113","Alícia Anand","60 & Above","New","2013-04-24",144,1,2453.0,4.0,4,0,2453.0,2453.0
18115,"AW00029114","Levi Raman","50-59","New","2013-04-13",144,1,2384.0,1.0,1,0,2384.0,2384.0
18116,"AW00029115","Jacquelyn Munoz","60 & Above","New","2013-04-13",144,1,2407.0,4.0,4,0,2407.0,2407.0
18117,"AW00029116","Janelle Patel","40-49","New","2013-04-08",144,1,17.0,3.0,3,0,17.0,17.0
18118,"AW00029117","Glenn She","50-59","New","2013-06-03",143,1,10.0,1.0,1,0,10.0,10.0
18119,"AW00029118","Noah Griffin","60 & Above","New","2013-08-05",140,1,74.0,4.0,4,0,74.0,74.0
18120,"AW00029119","Lee Oliver","60 & Above","New","2013-10-31",138,1,70.0,3.0,3,0,70.0,70.0
18121,"AW00029120","Kaitlyn Brown","60 & Above","New","2013-06-08",142,1,50.0,3.0,3,0,50.0,50.0
18122,"AW00029121","Julie Luo","60 & Above","New","2013-09-10",139,1,70.0,3.0,3,0,70.0,70.0
18123,"AW00029122","Shannon Munoz","60 & Above","New","2013-07-30",141,1,50.0,3.0,3,0,50.0,50.0
18124,"AW00029123","Tonya Goel","50-59","New","2013-10-26",138,1,24.0,3.0,3,0,24.0,24.0
18125,"AW00029124","Angel Edwards","40-49","New","2013-05-14",143,1,70.0,1.0,1,0,70.0,70.0
18126,"AW00029125","Andrea Reed","40-49","New","2013-11-11",137,1,14.0,3.0,3,0,14.0,14.0
18127,"AW00029126","Chloe Cox","40-49","New","2011-06-01",167,1,3578.0,1.0,1,0,3578.0,3578.0
18128,"AW00029127","Bryan Murphy","50-59","New","2013-03-24",145,1,29.0,2.0,2,0,29.0,29.0
18129,"AW00029128","Alyssa Reed","40-49","Regular","2013-06-01",143,2,4349.0,3.0,3,23,2174.5,189.09
18130,"AW00029129","Timothy Watson","50-59","New","2013-05-03",144,1,25.0,1.0,1,0,25.0,25.0
18131,"AW00029130","Hannah Washington","60 & Above","New","2013-02-06",146,1,7.0,2.0,2,0,7.0,7.0
18132,"AW00029131","Brandon Coleman","40-49","New","2013-12-10",136,1,4.0,1.0,1,0,4.0,4.0
18133,"AW00029132","Brianna Cook","50-59","New","2011-06-23",166,1,3578.0,1.0,1,0,3578.0,3578.0
18134,"AW00029133","Sydney King","50-59","New","2013-12-25",136,1,89.0,3.0,3,0,89.0,89.0
18135,"AW00029134","Pedro Dominguez","50-59","New","2013-10-06",138,1,6.0,2.0,2,0,6.0,6.0
18136,"AW00029135","Adam Allen","50-59","New","2012-02-22",158,1,2182.0,1.0,1,0,2182.0,2182.0
18137,"AW00029136","Caroline Bryant","50-59","New","2011-06-10",166,1,3578.0,1.0,1,0,3578.0,3578.0
18138,"AW00029137","Jack Allen","50-59","New","2013-01-25",147,1,2419.0,2.0,2,0,2419.0,2419.0
18139,"AW00029138","Eduardo Wood","40-49","Regular","2013-06-16",142,2,4374.0,3.0,3,23,2187.0,190.17
18140,"AW00029139","Riley Coleman","50-59","New","2011-06-06",166,1,3578.0,1.0,1,0,3578.0,3578.0
18141,"AW00029140","Richard Ward","50-59","New","2011-07-06",165,1,3578.0,1.0,1,0,3578.0,3578.0
18142,"AW00029141","Suzanne Wang","50-59","New","2011-07-08",165,1,3578.0,1.0,1,0,3578.0,3578.0
18143,"AW00029142","Ashley Smith","50-59","New","2011-07-06",165,1,3578.0,1.0,1,0,3578.0,3578.0
18144,"AW00029143","Grace Jenkins","50-59","New","2011-07-02",166,1,3578.0,1.0,1,0,3578.0,3578.0
18145,"AW00029144","Brandon Zhang","50-59","New","2011-07-24",165,1,3578.0,1.0,1,0,3578.0,3578.0
18146,"AW00029145","Shelby Gray","50-59","New","2011-07-19",165,1,3578.0,1.0,1,0,3578.0,3578.0
18147,"AW00029146","Ian Henderson","50-59","New","2011-07-08",165,1,3578.0,1.0,1,0,3578.0,3578.0
18148,"AW00029147","Mary Roberts","50-59","New","2011-07-27",165,1,3578.0,1.0,1,0,3578.0,3578.0
18149,"AW00029148","Gabriella Murphy","50-59","New","2011-07-21",165,1,3578.0,1.0,1,0,3578.0,3578.0
18150,"AW00029149","Ariana Bell","50-59","New","2012-03-17",157,1,2443.0,1.0,1,0,2443.0,2443.0
18151,"AW00029150","Wyatt Griffin","50-59","New","2011-07-31",165,1,3578.0,1.0,1,0,3578.0,3578.0
18152,"AW00029151","Caroline Long","50-59","New","2011-07-04",165,1,3578.0,1.0,1,0,3578.0,3578.0
18153,"AW00029152","Steven Sanders","50-59","New","2012-03-18",157,1,2182.0,1.0,1,0,2182.0,2182.0
18154,"AW00029153","Pedro Arun","50-59","New","2013-05-14",143,1,4.0,1.0,1,0,4.0,4.0
18155,"AW00029154","Eduardo Bennett","50-59","New","2012-04-25",156,1,2182.0,1.0,1,0,2182.0,2182.0
18156,"AW00029155","Gabriella Kelly","40-49","New","2011-07-28",165,1,3578.0,1.0,1,0,3578.0,3578.0
18157,"AW00029156","Ashley Barnes","40-49","New","2011-07-22",165,1,3578.0,1.0,1,0,3578.0,3578.0
18158,"AW00029157","Seth Powell","40-49","New","2011-07-17",165,1,3578.0,1.0,1,0,3578.0,3578.0
18159,"AW00029158","Ian Edwards","50-59","New","2011-07-10",165,1,3578.0,1.0,1,0,3578.0,3578.0
18160,"AW00029159","Emma Morgan","50-59","New","2012-04-23",156,1,2443.0,1.0,1,0,2443.0,2443.0
18161,"AW00029160","Logan Baker","40-49","New","2013-07-09",141,1,12.0,2.0,2,0,12.0,12.0
18162,"AW00029161","Thomas Martinez","60 & Above","New","2013-10-29",138,1,39.0,2.0,2,0,39.0,39.0
18163,"AW00029162","Xavier Murphy","40-49","New","2013-05-20",143,1,54.0,2.0,2,0,54.0,54.0
18164,"AW00029163","Mason Murphy","60 & Above","New","2011-07-11",165,1,3578.0,1.0,1,0,3578.0,3578.0
18165,"AW00029164","Jennifer James","40-49","New","2013-06-09",142,1,68.0,2.0,2,0,68.0,68.0
18166,"AW00029165","Benjamin Perry","50-59","New","2013-02-26",146,1,2407.0,4.0,4,0,2407.0,2407.0
18167,"AW00029166","Jaime Hernandez","60 & Above","Regular","2013-06-01",143,2,4334.0,4.0,4,22,2167.0,197.0
18168,"AW00029167","Dawn Shen","40-49","Regular","2013-07-29",141,2,4364.0,6.0,6,24,2182.0,181.83
18169,"AW00029168","Derrick Romero","40-49","Regular","2013-07-23",141,2,4343.0,5.0,5,24,2171.5,180.96
18170,"AW00029169","Victoria Bailey","60 & Above","New","2011-07-09",165,1,3578.0,1.0,1,0,3578.0,3578.0
18171,"AW00029170","Alexandra Adams","60 & Above","New","2011-07-03",166,1,3578.0,1.0,1,0,3578.0,3578.0
18172,"AW00029171","Jay Alvarez","60 & Above","New","2013-09-13",139,1,25.0,1.0,1,0,25.0,25.0
18173,"AW00029172","Arturo Carson","50-59","New","2013-12-24",136,1,27.0,2.0,2,0,27.0,27.0
18174,"AW00029173","Richard Bradley","50-59","New","2013-04-27",144,1,27.0,2.0,2,0,27.0,27.0
18175,"AW00029174","Richard Parker","60 & Above","Regular","2013-07-19",141,2,4334.0,4.0,4,24,2167.0,180.58
18176,"AW00029175","Sean Rivera","60 & Above","Regular","2013-07-06",141,2,4334.0,4.0,4,23,2167.0,188.43
18177,"AW00029176","Luke Evans","60 & Above","New","2013-04-18",144,1,15.0,3.0,3,0,15.0,15.0
18178,"AW00029177","Frank Martin","60 & Above","New","2013-04-28",144,1,29.0,2.0,2,0,29.0,29.0
18179,"AW00029178","Candice She","50-59","New","2013-04-24",144,1,2452.0,4.0,4,0,2452.0,2452.0
18180,"AW00029179","Patricia Mehta","50-59","New","2013-03-30",145,1,2393.0,2.0,2,0,2393.0,2393.0
18181,"AW00029180","Erik Gomez","50-59","New","2013-04-28",144,1,2452.0,4.0,4,0,2452.0,2452.0
18182,"AW00029181","Melinda Suarez","40-49","New","2013-09-23",139,1,554.0,3.0,3,0,554.0,554.0
18183,"AW00029182","Wesley Xu","40-49","New","2013-08-30",140,1,540.0,1.0,1,0,540.0,540.0
18184,"AW00029183","Gabrielle Simmons","40-49","New","2013-04-13",144,1,2393.0,2.0,2,0,2393.0,2393.0
18185,"AW00029184","Kristi Madan","40-49","New","2013-04-22",144,1,2420.0,4.0,4,0,2420.0,2420.0
18186,"AW00029185","Warren Li","50-59","New","2013-09-16",139,1,563.0,3.0,3,0,563.0,563.0
18187,"AW00029186","Mathew Serrano","40-49","New","2013-09-17",139,1,604.0,2.0,2,0,604.0,604.0
18188,"AW00029187","Jerome Ramos","50-59","New","2013-10-23",138,1,589.0,4.0,4,0,589.0,589.0
18189,"AW00029188","Colin Kumar","40-49","New","2013-07-04",141,1,70.0,3.0,3,0,70.0,70.0
18190,"AW00029189","Roy Dominguez","50-59","New","2013-08-17",140,1,24.0,3.0,3,0,24.0,24.0
18191,"AW00029190","Kaitlin Suri","50-59","New","2013-04-17",144,1,2447.0,3.0,3,0,2447.0,2447.0
18192,"AW00029191","Chelsea Weber","40-49","New","2013-04-16",144,1,2393.0,2.0,2,0,2393.0,2393.0
18193,"AW00029192","Jessica Ramirez","50-59","New","2013-04-23",144,1,2419.0,2.0,2,0,2419.0,2419.0
18194,"AW00029193","Alejandro Liang","50-59","New","2013-12-10",136,1,50.0,3.0,3,0,50.0,50.0
18195,"AW00029194","Grace Powell","40-49","New","2013-04-15",144,1,2419.0,2.0,2,0,2419.0,2419.0
18196,"AW00029195","Barbara Xu","40-49","New","2013-04-06",144,1,2419.0,2.0,2,0,2419.0,2419.0
18197,"AW00029196","Darren Serrano","50-59","New","2013-04-09",144,1,2438.0,2.0,2,0,2438.0,2438.0
18198,"AW00029197","Morgan Brown","60 & Above","New","2013-11-12",137,1,79.0,2.0,2,0,79.0,79.0
18199,"AW00029198","Faith Ramirez","60 & Above","New","2011-07-17",165,1,3578.0,1.0,1,0,3578.0,3578.0
18200,"AW00029199","James Wilson","60 & Above","New","2013-09-06",139,1,39.0,2.0,2,0,39.0,39.0
18201,"AW00029200","Jackson Collins","60 & Above","New","2013-07-24",141,1,6.0,2.0,2,0,6.0,6.0
18202,"AW00029201","Kara Jai","50-59","Regular","2013-07-01",142,2,4334.0,4.0,4,23,2167.0,188.43
18203,"AW00029202","Jerry Kumar","60 & Above","Regular","2013-07-20",141,2,4320.0,2.0,2,24,2160.0,180.0
18204,"AW00029203","Laura Hu","50-59","Regular","2013-07-05",141,2,4334.0,4.0,4,23,2167.0,188.43
18205,"AW00029204","Austin Sharma","50-59","Regular","2013-07-07",141,2,4320.0,2.0,2,23,2160.0,187.83
18206,"AW00029205","David Long","60 & Above","New","2013-11-28",137,1,29.0,2.0,2,0,29.0,29.0
18207,"AW00029206","Nicholas Anderson","60 & Above","New","2013-04-18",144,1,149.0,3.0,3,0,149.0,149.0
18208,"AW00029207","Katelyn James","50-59","New","2011-07-24",165,1,3578.0,1.0,1,0,3578.0,3578.0
18209,"AW00029208","Amber Lopez","50-59","New","2011-07-23",165,1,3578.0,1.0,1,0,3578.0,3578.0
18210,"AW00029209","Jordan Evans","40-49","New","2013-02-26",146,1,40.0,2.0,2,0,40.0,40.0
18211,"AW00029210","Devin Peterson","50-59","New","2013-08-24",140,1,27.0,2.0,2,0,27.0,27.0
18212,"AW00029211","Stephanie Ross","40-49","New","2013-12-05",136,1,31.0,3.0,3,0,31.0,31.0
18213,"AW00029212","Jocelyn Gonzales","50-59","New","2013-10-11",138,1,190.0,4.0,4,0,190.0,190.0
18214,"AW00029213","Jodi Luo","40-49","New","2013-09-15",139,1,69.0,2.0,2,0,69.0,69.0
18215,"AW00029214","Joseph Martinez","50-59","New","2013-02-15",146,1,60.0,2.0,2,0,60.0,60.0
18216,"AW00029215","Abigail Barnes","50-59","New","2014-01-09",135,1,64.0,3.0,3,0,64.0,64.0
18217,"AW00029216","Antonio Wood","50-59","New","2014-01-27",135,1,93.0,3.0,3,0,93.0,93.0
18218,"AW00029217","Alexis Wilson","50-59","New","2013-04-20",144,1,64.0,3.0,3,0,64.0,64.0
18219,"AW00029218","Brandon Moore","50-59","New","2013-08-30",140,1,38.0,3.0,3,0,38.0,38.0
18220,"AW00029219","Darren Arun","50-59","New","2014-01-21",135,1,27.0,2.0,2,0,27.0,27.0
18221,"AW00029220","Melinda Ramos","40-49","New","2013-08-05",140,1,25.0,1.0,1,0,25.0,25.0
18222,"AW00029221","Kelly Bennett","50-59","Regular","2013-07-03",142,2,4320.0,2.0,2,23,2160.0,187.83
